Id,Action
1,0.9294871794871794
2,1.0
3,1.0
4,0.98076923076923073
5,1.0
6,1.0
7,0.875
8,1.0
9,0.98461538461538467
10,0.96153846153846156
11,0.90384615384615385
12,1.0
13,0.92628205128205121
14,0.94871794871794868
15,0.95192307692307687
16,0.96153846153846156
17,0.84935897435897434
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,0.90384615384615385
24,1.0
25,1.0
26,0.91666666666666674
27,0.9285714285714286
28,1.0
29,0.97756410256410264
30,0.8717948717948717
31,0.98076923076923073
32,1.0
33,1.0
34,0.99230769230769234
35,0.98717948717948711
36,1.0
37,0.98076923076923073
38,0.93525641025641026
39,0.84615384615384615
40,0.79487179487179482
41,1.0
42,0.98717948717948723
43,1.0
44,1.0
45,0.97435897435897445
46,1.0
47,1.0
48,1.0
49,0.98717948717948723
50,0.96153846153846156
51,0.96794871794871784
52,1.0
53,1.0
54,1.0
55,0.98461538461538467
56,0.97115384615384615
57,0.97435897435897445
58,1.0
59,0.94807692307692304
60,0.87802197802197801
61,1.0
62,1.0
63,1.0
64,1.0
65,0.99038461538461542
66,0.96153846153846156
67,1.0
68,1.0
69,0.97179487179487178
70,0.73397435897435903
71,0.97179487179487178
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,0.97115384615384615
78,0.71474358974358965
79,0.68076923076923079
80,1.0
81,1.0
82,1.0
83,0.96153846153846156
84,1.0
85,1.0
86,0.97008547008547019
87,0.96153846153846156
88,1.0
89,1.0
90,0.71025641025641029
91,1.0
92,0.60717338217338224
93,1.0
94,1.0
95,0.97435897435897434
96,0.98076923076923073
97,0.17564102564102563
98,0.79658119658119664
99,1.0
100,1.0
101,0.97948717948717956
102,0.80769230769230771
103,1.0
104,1.0
105,0.54679487179487174
106,1.0
107,1.0
108,0.97435897435897434
109,1.0
110,0.98076923076923073
111,0.57600732600732596
112,1.0
113,0.96474358974358965
114,1.0
115,1.0
116,1.0
117,1.0
118,1.0
119,0.96153846153846156
120,0.98076923076923073
121,0.95769230769230773
122,1.0
123,1.0
124,0.99038461538461542
125,1.0
126,0.96923076923076923
127,0.98717948717948711
128,0.94871794871794879
129,0.88461538461538458
130,0.91538461538461546
131,0.98717948717948723
132,1.0
133,0.98076923076923073
134,0.97435897435897434
135,0.98717948717948723
136,0.98076923076923073
137,0.96153846153846156
138,0.98076923076923073
139,0.93910256410256399
140,1.0
141,0.98076923076923073
142,0.94505494505494514
143,1.0
144,0.98717948717948723
145,1.0
146,0.56666666666666665
147,1.0
148,1.0
149,1.0
150,1.0
151,1.0
152,0.8108974358974359
153,1.0
154,1.0
155,1.0
156,0.98557692307692313
157,1.0
158,0.98717948717948723
159,0.87692307692307681
160,0.98076923076923073
161,0.92307692307692313
162,1.0
163,0.99230769230769234
164,0.94871794871794868
165,1.0
166,0.97115384615384615
167,0.95641025641025645
168,0.91410256410256407
169,0.97435897435897434
170,1.0
171,1.0
172,1.0
173,0.98076923076923073
174,0.98076923076923073
175,0.96794871794871795
176,1.0
177,0.94230769230769229
178,1.0
